"","p_val","log_fc","rate1","rate2","padj","cluster","feature","comp"
"NR4A3.4",1.66827435197009e-45,1.0202759479441,1,1,1.21950855129014e-42,"D","NR4A3","D_vs_all"
"ARX.7",3.72514425467107e-45,1.42158315179967,1,1,2.72308045016455e-42,"D","ARX","D_vs_all"
"PDX1.8",4.28868843260202e-45,1.30909469773808,1,1,3.13503124423208e-42,"D","PDX1","D_vs_all"
"INSM1.8",4.30529238988205e-45,1.63350527788816,1,1,3.14716873700378e-42,"D","INSM1","D_vs_all"
"CREBZF.7",6.66212898620301e-45,1.1048812136559,1,1,4.8700162889144e-42,"D","CREBZF","D_vs_all"
"STOX1.6",1.74323020963492e-43,-1.87204470456162,0.992,1,1.27430128324312e-40,"D","STOX1","D_vs_all"
"RUNX2.7",6.56599848600684e-43,-1.60171133644789,1,1,4.799744893271e-40,"D","RUNX2","D_vs_all"
"SOX18.8",1.05387000806975e-42,1.25671597997498,1,1,7.70378975898988e-40,"D","SOX18","D_vs_all"
"TP53.8",1.51295168875441e-42,-1.20802716379231,1,1,1.10596768447947e-39,"D","TP53","D_vs_all"
"PREB.8",1.29268065859702e-41,0.907329795056388,1,1,9.44949561434419e-39,"D","PREB","D_vs_all"
"CREM.8",1.47900704960569e-41,1.19146049866078,1,1,1.08115415326176e-38,"D","CREM","D_vs_all"
"PITX1.7",3.15203355534525e-41,1.5346578451851,1,1,2.30413652895738e-38,"D","PITX1","D_vs_all"
"KLF11.6",4.2609918615855e-39,0.799373804621932,1,1,3.114785050819e-36,"D","KLF11","D_vs_all"
"CEBPA.6",5.4903437672638e-39,0.869642530709021,1,1,4.01344129386984e-36,"D","CEBPA","D_vs_all"
"NEUROD2.8",1.72637988184543e-38,1.17228691242551,1,1,1.26198369362901e-35,"D","NEUROD2","D_vs_all"
"ZBTB4.7",2.30025486578661e-38,-1.99829839720758,1,1,1.68148630689001e-35,"D","ZBTB4","D_vs_all"
"NEUROG3.8",8.24099439688804e-38,1.26009908033446,1,1,6.02416690412515e-35,"D","NEUROG3","D_vs_all"
"MAFB.7",4.98255066181588e-37,0.912475711729143,1,1,3.64224453378741e-34,"D","MAFB","D_vs_all"
"LHX1.4",1.1813293690205e-36,1.34954024281272,1,1,8.63551768753987e-34,"D","LHX1","D_vs_all"
"GBX2.7",1.38311505474637e-36,-1.11168395512531,0.992,1,1.01105710501959e-33,"D","GBX2","D_vs_all"
"HOXB13.6",5.32572945307678e-36,1.06095184406248,1,1,3.89310823019913e-33,"D","HOXB13","D_vs_all"
"EGR4.8",5.601243294102e-36,1.05540939447507,1,1,4.09450884798856e-33,"D","EGR4","D_vs_all"
"ZNF236.8",7.36179720120945e-36,1.16753492411409,1,1,5.38147375408411e-33,"D","ZNF236","D_vs_all"
"DLX1.7",1.09737723982423e-35,1.14538837967089,1,1,8.02182762311509e-33,"D","DLX1","D_vs_all"
"HNF1B.7",1.37226755912352e-35,0.964880464246643,1,1,1.0031275857193e-32,"D","HNF1B","D_vs_all"
"HOXA7.7",1.48676698591818e-35,-1.45288409729371,1,1,1.08682666670619e-32,"D","HOXA7","D_vs_all"
"PLAGL1.6",5.2847742349617e-35,0.812430841397902,1,1,3.863169965757e-32,"D","PLAGL1","D_vs_all"
"GRHL3.7",5.85139354910751e-35,0.782976321152886,1,1,4.27736868439759e-32,"D","GRHL3","D_vs_all"
"SMAD4.8",2.36369477155964e-34,-1.25945930293575,0.992,1,1.72786087801009e-31,"D","SMAD4","D_vs_all"
"FOXO4.8",9.78287757292892e-34,0.840082898133435,1,1,7.15128350581104e-31,"D","FOXO4","D_vs_all"
"RARG.6",1.70486653427854e-33,-1.05843977750675,1,1,1.24625743655761e-30,"D","RARG","D_vs_all"
"CLOCK.8",2.44443771101576e-33,0.765427233620992,1,1,1.78688396675252e-30,"D","CLOCK","D_vs_all"
"TFAM.8",6.89565334578475e-33,0.920246653390078,1,1,5.04072259576865e-30,"D","TFAM","D_vs_all"
"AR.7",5.4164898257549e-32,-1.09326944585893,1,1,3.95945406262684e-29,"D","AR","D_vs_all"
"PHOX2A.8",1.67427995628653e-30,0.975958456294452,1,1,1.22389864804546e-27,"D","PHOX2A","D_vs_all"
"NKX6-1.7",4.37918421833641e-30,0.70143398855997,1,1,3.20118366360392e-27,"D","NKX6-1","D_vs_all"
"JDP2.7",7.75189674406724e-30,0.898582174577055,1,1,5.66663651991315e-27,"D","JDP2","D_vs_all"
"SMARCA4.8",8.02248638903406e-30,-1.24336065099524,1,1,5.8644375503839e-27,"D","SMARCA4","D_vs_all"
"SOX4.7",1.23159797799234e-29,-1.28775532780043,1,1,9.00298121912399e-27,"D","SOX4","D_vs_all"
"RORA.7",2.2471084019178e-29,0.788315332864148,1,1,1.64263624180191e-26,"D","RORA","D_vs_all"
"PAX8.6",3.60209726527793e-29,0.689399222232011,1,1,2.63313310091817e-26,"D","PAX8","D_vs_all"
"MAZ.8",4.19343269790451e-29,0.608798989880543,1,1,3.0653993021682e-26,"D","MAZ","D_vs_all"
"SP1.7",7.14684487008217e-29,-0.873431062684707,1,1,5.22434360003006e-26,"D","SP1","D_vs_all"
"SREBF2.7",7.71217189977834e-29,0.825720143857177,1,1,5.63759765873797e-26,"D","SREBF2","D_vs_all"
"HTATIP2.6",2.06661706480408e-28,-1.16917317443477,1,1,1.51069707437178e-25,"D","HTATIP2","D_vs_all"
"TBPL1.6",3.46645015874931e-28,-0.881103461284108,1,1,2.53397506604574e-25,"D","TBPL1","D_vs_all"
"SALL3.6",7.74227707874542e-28,1.81103946792792,1,1,5.6596045445629e-25,"D","SALL3","D_vs_all"
"TBPL2.5",4.1438029471402e-27,-1.07856738678734,1,1,3.02911995435949e-24,"D","TBPL2","D_vs_all"
"BHLHA15.8",2.81592865019098e-26,-1.26509983760308,1,1,2.05844384328961e-23,"D","BHLHA15","D_vs_all"
"TBX10.8",4.15303766414757e-26,-1.20390548996489,1,1,3.03587053249187e-23,"D","TBX10","D_vs_all"
"FOXM1.5",8.77541306410598e-26,0.750905639251267,1,1,6.41482694986147e-23,"D","FOXM1","D_vs_all"
"ZBTB7A.5",8.99508150000401e-26,0.666976688451743,1,1,6.57540457650293e-23,"D","ZBTB7A","D_vs_all"
"XBP1.6",2.56903524638424e-25,0.748293505081798,1,1,1.87796476510688e-22,"D","XBP1","D_vs_all"
"NR1I2.7",3.8889762315747e-25,0.731297853286146,1,1,2.84284162528111e-22,"D","NR1I2","D_vs_all"
"ZEB2.7",9.71245801526211e-25,-0.936953436867484,1,1,7.0998068091566e-22,"D","ZEB2","D_vs_all"
"GFI1B.8",1.26719942519908e-24,0.894600931768943,1,1,9.26322779820524e-22,"D","GFI1B","D_vs_all"
"KCNIP3.8",2.4871474381729e-24,0.661140330980784,1,1,1.81810477730439e-21,"D","KCNIP3","D_vs_all"
"ATF5.6",5.46050377956213e-24,-0.883304465909789,1,1,3.99162826285992e-21,"D","ATF5","D_vs_all"
"SRY.8",1.06615188854906e-23,-1.00239920254076,1,1,7.79357030529365e-21,"D","SRY","D_vs_all"
"SIRT1.5",2.20652281961334e-23,0.684177232277655,1,1,1.61296818113736e-20,"D","SIRT1","D_vs_all"
"SOX2.7",3.45480073835417e-23,-0.906267711867971,1,1,2.5254593397369e-20,"D","SOX2","D_vs_all"
"PITX3.6",1.08609577527924e-22,0.64565263944392,1,1,7.93936011729125e-20,"D","PITX3","D_vs_all"
"HOPX.6",1.50490042305896e-22,-0.645278025768613,1,1,1.1000822092561e-19,"D","HOPX","D_vs_all"
"SOX7.7",2.0055106116392e-22,-1.75981840403333,1,1,1.46602825710826e-19,"D","SOX7","D_vs_all"
"EZH2.5",3.61976054838405e-22,-0.653938729753226,1,1,2.64604496086874e-19,"D","EZH2","D_vs_all"
"HOXA2.2",4.04173329970001e-22,-0.372179218531904,0.992,1,2.95450704208071e-19,"D","HOXA2","D_vs_all"
"TCF12.7",1.00044422618379e-21,0.679063621455377,1,1,7.31324729340351e-19,"D","TCF12","D_vs_all"
"RFX1.7",1.28776917004531e-21,-0.636876449842518,1,1,9.41359263303124e-19,"D","RFX1","D_vs_all"
"E2F4.4",1.4073280465829e-21,-0.72612430490638,1,1,1.0287568020521e-18,"D","E2F4","D_vs_all"
"FOXN4.8",1.53404438638238e-21,0.659591389566123,1,1,1.12138644644552e-18,"D","FOXN4","D_vs_all"
"REST.8",2.18301276284254e-21,-2.17893168687523,1,1,1.5957823296379e-18,"D","REST","D_vs_all"
"GABPA.7",2.30238854604464e-21,-0.619745432953709,1,1,1.68304602715863e-18,"D","GABPA","D_vs_all"
"CTNNB1.7",2.42715976015621e-21,-0.844174226237781,1,1,1.77425378467419e-18,"D","CTNNB1","D_vs_all"
"IRX4.7",5.3590207813552e-21,-1.31464099414612,1,1,3.91744419117065e-18,"D","IRX4","D_vs_all"
"JUN.7",6.09879116009294e-21,-0.718510930565271,1,1,4.45821633802794e-18,"D","JUN","D_vs_all"
"MXD1.7",7.38366232618899e-21,0.626866314507863,1,1,5.39745716044415e-18,"D","MXD1","D_vs_all"
"ZBED1.5",1.26597457262603e-20,-0.83280131072077,1,1,9.25427412589626e-18,"D","ZBED1","D_vs_all"
"PAX7.7",2.00624213735234e-20,-1.06837848255805,1,1,1.46656300240456e-17,"D","PAX7","D_vs_all"
"KLF6.5",5.10781073993201e-20,-0.706411368324424,1,1,3.7338096508903e-17,"D","KLF6","D_vs_all"
"CEBPD.6",5.71902342996731e-20,-0.818156670482507,1,1,4.1806061273061e-17,"D","CEBPD","D_vs_all"
"ERG.8",7.48726540793909e-20,-0.730559646106699,1,1,5.47319101320348e-17,"D","ERG","D_vs_all"
"NFIB.7",9.99679352875901e-20,0.551389949196872,1,1,7.30765606952283e-17,"D","NFIB","D_vs_all"
"KLF5.5",9.99679353114726e-20,0.659284009747373,1,1,7.30765607126864e-17,"D","KLF5","D_vs_all"
"NFE2L2.7",1.03167082468691e-19,-0.748509183693441,1,1,7.54151372846133e-17,"D","NFE2L2","D_vs_all"
"HOXD13.8",1.98492577431909e-19,0.560642821362512,1,1,1.45098074102726e-16,"D","HOXD13","D_vs_all"
"PTF1A.5",2.43915257786865e-19,1.27052918658528,1,1,1.78302053442198e-16,"D","PTF1A","D_vs_all"
"E2F5.7",5.25522926865626e-19,-0.869252765698977,1,1,3.84157259538772e-16,"D","E2F5","D_vs_all"
"KAT6B.8",5.73066301076679e-19,0.675787963053875,1,1,4.18911466087052e-16,"D","KAT6B","D_vs_all"
"FOXA2.6",8.55278577266108e-19,0.463199969752469,1,1,6.25208639981525e-16,"D","FOXA2","D_vs_all"
"ETS2.7",8.78356464407911e-19,-0.63725937402062,1,1,6.42078575482183e-16,"D","ETS2","D_vs_all"
"HOXB2.8",8.94730055257932e-19,-0.887725719543019,1,1,6.54047670393548e-16,"D","HOXB2","D_vs_all"
"ZNF91.6",1.09568941441878e-18,0.512232225226739,1,1,8.0094896194013e-16,"D","ZNF91","D_vs_all"
"FOXC2.6",1.27396636967444e-18,0.545625870081853,1,1,9.31269416232018e-16,"D","FOXC2","D_vs_all"
"SREBF1.6",1.55788336914154e-18,0.533966483533487,1,1,1.13881274284247e-15,"D","SREBF1","D_vs_all"
"NR1H3.6",1.73523557204379e-18,0.524149094609455,1,1,1.26845720316401e-15,"D","NR1H3","D_vs_all"
"SOX11.7",1.80044966614727e-18,-0.798754073625215,1,1,1.31612870595365e-15,"D","SOX11","D_vs_all"
"MAFA.8",1.88626738729879e-18,0.392485948592561,1,1,1.37886146011541e-15,"D","MAFA","D_vs_all"
"ELF3.7",5.69276568869954e-18,-0.686396574043756,1,1,4.16141171843936e-15,"D","ELF3","D_vs_all"
"ETS1.6",6.57754495286247e-18,-0.718034346909458,1,1,4.80818536054247e-15,"D","ETS1","D_vs_all"
"CREBBP.7",8.06744904769607e-18,0.508328928740654,1,1,5.89730525386583e-15,"D","CREBBP","D_vs_all"
"ZBTB7B.6",9.70366041803915e-18,0.609772219469268,1,1,7.09337576558662e-15,"D","ZBTB7B","D_vs_all"
"EPAS1.8",1.1357840957161e-17,0.46147715823235,1,1,8.30258173968472e-15,"D","EPAS1","D_vs_all"
"FGF2.8",1.17805437821421e-17,0.457620106369094,1,1,8.6115775047459e-15,"D","FGF2","D_vs_all"
"ZNF384.7",1.60454255733029e-17,-1.17655284763201,1,1,1.17292060940844e-14,"D","ZNF384","D_vs_all"
"PAX4.8",1.62993842942568e-17,-1.20493391158467,1,1,1.19148499191017e-14,"D","PAX4","D_vs_all"
"NR2F2.5",1.81393946086744e-17,0.488861673699634,1,1,1.3259897458941e-14,"D","NR2F2","D_vs_all"
"CREB1.6",1.91048389732685e-17,0.518847307336682,1,1,1.39656372894593e-14,"D","CREB1","D_vs_all"
"LMX1B.7",2.45540170838833e-17,-0.700993551888438,1,1,1.79489864883187e-14,"D","LMX1B","D_vs_all"
"GLI1.8",2.64987284634667e-17,-0.693047087054438,1,1,1.93705705067942e-14,"D","GLI1","D_vs_all"
"GATA6.7",3.90279283651237e-17,-0.770731156824191,1,1,2.85294156349054e-14,"D","GATA6","D_vs_all"
"RCOR2.8",5.50933485302285e-17,-0.730804142982439,1,1,4.02732377755971e-14,"D","RCOR2","D_vs_all"
"TCF21.6",8.34078384462451e-17,-0.628080166587001,1,1,6.09711299042052e-14,"D","TCF21","D_vs_all"
"TCF4.7",9.32121802752392e-17,0.51577299835687,1,1,6.81381037811998e-14,"D","TCF4","D_vs_all"
"ID3.5",1.14035000519574e-16,-0.54810116800871,1,1,8.33595853798086e-14,"D","ID3","D_vs_all"
"HIF1A.7",1.63156738605188e-16,-0.561764267008834,1,1,1.19267575920393e-13,"D","HIF1A","D_vs_all"
"MTF1.7",1.76604607697351e-16,0.506738786308936,1,1,1.29097968226764e-13,"D","MTF1","D_vs_all"
"NEUROG1.7",1.97284628925044e-16,0.589351474293865,1,1,1.44215063744207e-13,"D","NEUROG1","D_vs_all"
"LHX3.7",2.3639340968543e-16,-0.833134571450794,1,1,1.72803582480049e-13,"D","LHX3","D_vs_all"
"NFKB2.6",2.82056750787209e-16,0.487712125931337,1,1,2.0618348482545e-13,"D","NFKB2","D_vs_all"
"NR2C2.6",3.72355701666471e-16,0.500110234593816,1,1,2.7219201791819e-13,"D","NR2C2","D_vs_all"
"MEF2C.6",4.0021057954151e-16,-0.713721408265304,1,1,2.92553933644844e-13,"D","MEF2C","D_vs_all"
"TBX3.8",4.67565501179888e-16,0.447293392671138,1,1,3.41790381362498e-13,"D","TBX3","D_vs_all"
"SMAD2.6",5.592155301605e-16,0.417755740233328,1,1,4.08786552547326e-13,"D","SMAD2","D_vs_all"
"KLF12.7",6.14477180929885e-16,-0.442159378181169,1,1,4.49182819259746e-13,"D","KLF12","D_vs_all"
"SHOX2.6",6.73185850719224e-16,0.191100224947404,1,1,4.92098856875753e-13,"D","SHOX2","D_vs_all"
"HSF1.7",7.65085433208785e-16,0.517310313430485,1,1,5.59277451675622e-13,"D","HSF1","D_vs_all"
"ZKSCAN7.6",1.11380315247842e-15,0.629664229226038,1,1,8.14190104461722e-13,"D","ZKSCAN7","D_vs_all"
"EN1.6",1.28141468718503e-15,-0.802446208425601,1,1,9.36714136332257e-13,"D","EN1","D_vs_all"
"LYL1.7",1.46984069737862e-15,-0.580910728485808,1,1,1.07445354978377e-12,"D","LYL1","D_vs_all"
"KLF9.7",2.47560336224812e-15,-0.542504413882213,1,1,1.80966605780337e-12,"D","KLF9","D_vs_all"
"E4F1.8",3.01416127535304e-15,-0.695276018369757,1,1,2.20335189228307e-12,"D","E4F1","D_vs_all"
"HMGA2.7",4.42170153286243e-15,-0.576747419338355,1,1,3.23226382052244e-12,"D","HMGA2","D_vs_all"
"TFAP4.6",5.16979668057137e-15,-0.597793577476193,1,1,3.77912137349767e-12,"D","TFAP4","D_vs_all"
"ELF4.6",5.37032287804994e-15,-0.614883123351315,1,1,3.92570602385451e-12,"D","ELF4","D_vs_all"
"HOXD3.8",6.92492633828784e-15,0.594739110352952,1,1,5.06212115328841e-12,"D","HOXD3","D_vs_all"
"TFAP2A.3",6.94988183221878e-15,-0.567775696319781,1,1,5.08036361935193e-12,"D","TFAP2A","D_vs_all"
"POU3F2.7",7.15445302022598e-15,0.605635080640192,1,1,5.22990515778519e-12,"D","POU3F2","D_vs_all"
"NFIX.8",8.85681353690808e-15,0.453540660796588,1,1,6.47433069547981e-12,"D","NFIX","D_vs_all"
"ZHX2.6",9.6355525379744e-15,0.52544320148419,1,1,7.04358890525928e-12,"D","ZHX2","D_vs_all"
"HOXA1.5",9.92952491668929e-15,-0.548804456682798,1,1,7.25848271409987e-12,"D","HOXA1","D_vs_all"
"EP300.5",1.14101033416827e-14,-0.52245315921249,1,1,8.34078554277004e-12,"D","EP300","D_vs_all"
"ZFHX3.8",1.21335463066982e-14,0.379451827330167,1,1,8.86962235019641e-12,"D","ZFHX3","D_vs_all"
"SPDEF.7",1.26247194601895e-14,-0.556069247046272,1,1,9.2286699253985e-12,"D","SPDEF","D_vs_all"
"NFKB1.8",1.4208525557944e-14,-0.595335742854126,1,1,1.03864321828571e-11,"D","NFKB1","D_vs_all"
"NONO.6",1.59044152519133e-14,-0.713990887760239,1,1,1.16261275491486e-11,"D","NONO","D_vs_all"
"TCF7L2.8",1.74204591443584e-14,-0.650740530609796,1,1,1.2734355634526e-11,"D","TCF7L2","D_vs_all"
"PGR.6",1.89483401094207e-14,-0.576165616605336,1,1,1.38512366199865e-11,"D","PGR","D_vs_all"
"SOX9.6",2.02229087754922e-14,-0.496028153698744,1,1,1.47829463148848e-11,"D","SOX9","D_vs_all"
"BCL11A.8",2.06564852917548e-14,0.560119141661866,1,1,1.50998907482728e-11,"D","BCL11A","D_vs_all"
"GFI1.6",2.89481828560411e-14,0.461521955934552,1,1,2.1161121667766e-11,"D","GFI1","D_vs_all"
"NR1H4.7",4.1923077263921e-14,0.399107556279471,1,1,3.06457694799262e-11,"D","NR1H4","D_vs_all"
"MESP2.4",5.81025293370778e-14,0.450477649208237,1,1,4.24729489454039e-11,"D","MESP2","D_vs_all"
"HOXA13.6",6.72202490746274e-14,-0.740811413655762,1,1,4.91380020735526e-11,"D","HOXA13","D_vs_all"
"NR1H2.6",7.19430989636431e-14,0.512279040225255,1,1,5.25904053424231e-11,"D","NR1H2","D_vs_all"
"HOXB1.7",8.63892965427913e-14,0.651122885494659,1,1,6.31505757727805e-11,"D","HOXB1","D_vs_all"
"OTX2.7",9.11661406758818e-14,0.481706082379122,1,1,6.66424488340696e-11,"D","OTX2","D_vs_all"
"IRF8.5",9.14179835845055e-14,-0.600807515798305,1,1,6.68265460002735e-11,"D","IRF8","D_vs_all"
"HNF4G.5",1.69457466425751e-13,0.684402712166781,1,1,1.23873407957224e-10,"D","HNF4G","D_vs_all"
"KLF10.5",2.0138071242083e-13,0.595357198662977,1,1,1.47209300779627e-10,"D","KLF10","D_vs_all"
"TRPS1.8",2.17361640701703e-13,-0.531877791336755,1,1,1.58891359352945e-10,"D","TRPS1","D_vs_all"
"CTBP1.8",4.43378953823741e-13,0.663831208445024,1,1,3.24110015245155e-10,"D","CTBP1","D_vs_all"
"ATF6.7",4.83096404030357e-13,0.711443926272862,1,1,3.53143471346191e-10,"D","ATF6","D_vs_all"
"HNF1A.7",5.75211354884241e-13,0.485763729103829,1,1,4.2047950042038e-10,"D","HNF1A","D_vs_all"
"PIN1.7",6.05404341231598e-13,-0.989992369058206,1,1,4.42550573440298e-10,"D","PIN1","D_vs_all"
"YBX3.7",6.23152579590441e-13,-0.587788272036662,1,1,4.55524535680613e-10,"D","YBX3","D_vs_all"
"NOTCH1.6",6.70680709927928e-13,-0.468152487407027,1,1,4.90267598957315e-10,"D","NOTCH1","D_vs_all"
"MAFK.8",7.04532886973288e-13,-0.49769561966369,1,1,5.15013540377474e-10,"D","MAFK","D_vs_all"
"HOXA11.7",8.30857412034591e-13,0.562105811880725,1,1,6.07356768197286e-10,"D","HOXA11","D_vs_all"
"POU4F2.3",1.27607516388757e-12,-0.467785057333189,1,1,9.32810944801816e-10,"D","POU4F2","D_vs_all"
"PHOX2B.5",1.73760664676823e-12,0.464917491472847,1,1,1.27019045878758e-09,"D","PHOX2B","D_vs_all"
"TP73.8",1.74748295316319e-12,-0.47897836983457,1,1,1.27741003876229e-09,"D","TP73","D_vs_all"
"SIX3.6",1.7758948358527e-12,-0.43652062867381,1,1,1.29817912500832e-09,"D","SIX3","D_vs_all"
"TCF7L1.6",1.81185022211621e-12,0.291062405483649,1,1,1.32446251236695e-09,"D","TCF7L1","D_vs_all"
"PPARA.6",1.91028880229151e-12,0.532113192870189,1,1,1.3964211144751e-09,"D","PPARA","D_vs_all"
"SOX3.7",1.99587895676054e-12,-0.554683930696136,0.992,1,1.45898751739195e-09,"D","SOX3","D_vs_all"
"FOXF1.7",2.32095596432522e-12,-0.558920459054396,1,1,1.69661880992174e-09,"D","FOXF1","D_vs_all"
"NR5A2.4",2.74100382864459e-12,-0.561424836142471,1,1,2.0036737987392e-09,"D","NR5A2","D_vs_all"
"ZNF300.3",2.81542887663226e-12,0.194120986284585,1,1,2.05807850881818e-09,"D","ZNF300","D_vs_all"
"FOSL1.4",3.30115906241669e-12,0.416655833150463,1,1,2.4131472746266e-09,"D","FOSL1","D_vs_all"
"ESRRA.3",3.51979177861535e-12,-0.489253339646555,1,1,2.57296779016782e-09,"D","ESRRA","D_vs_all"
"FOXO6.5",4.5854403247106e-12,-0.427782164457668,1,1,3.35195687736345e-09,"D","FOXO6","D_vs_all"
"FEZF1.6",4.7562434081235e-12,-0.448743328435493,0.992,1,3.47681393133828e-09,"D","FEZF1","D_vs_all"
"PAX6.7",4.94647020275889e-12,0.416191628248344,1,1,3.61586971821675e-09,"D","PAX6","D_vs_all"
"NKX2-5.6",7.27156168940361e-12,-0.522106146100414,1,1,5.31551159495404e-09,"D","NKX2-5","D_vs_all"
"NRF1.7",8.16279405956245e-12,0.477598614604307,1,1,5.96700245754015e-09,"D","NRF1","D_vs_all"
"HEYL.7",9.25794969181654e-12,0.300283273711312,1,1,6.76756122471789e-09,"D","HEYL","D_vs_all"
"LRRFIP1.6",9.41152727598337e-12,-0.481316743504613,1,1,6.87982643874384e-09,"D","LRRFIP1","D_vs_all"
"SOX5.5",1.26249796990631e-11,-0.511469584329011,1,1,9.22886016001516e-09,"D","SOX5","D_vs_all"
"FOXO3.6",1.56373788546835e-11,0.37998600151481,1,1,1.14309239427737e-08,"D","FOXO3","D_vs_all"
"FOS.6",1.58079989668926e-11,-0.555854135141939,1,1,1.15556472447985e-08,"D","FOS","D_vs_all"
"NFYA.7",1.86318881350594e-11,0.401169950314926,1,1,1.36199102267284e-08,"D","NFYA","D_vs_all"
"STAT3.5",1.89365217217271e-11,-0.446133745566405,1,1,1.38425973785825e-08,"D","STAT3","D_vs_all"
"MYCN.8",2.19433645109243e-11,-0.567617145363081,1,1,1.60405994574857e-08,"D","MYCN","D_vs_all"
"CEBPG.6",2.19843311591559e-11,0.374510632277156,1,1,1.60705460773429e-08,"D","CEBPG","D_vs_all"
"FOXF2.4",2.38185314207488e-11,0.513857392930132,1,1,1.74113464685674e-08,"D","FOXF2","D_vs_all"
"ZIC2.7",2.74788373281689e-11,-0.629737616227885,1,1,2.00870300868915e-08,"D","ZIC2","D_vs_all"
"EBF1.8",2.83303526831489e-11,0.384807818779212,1,1,2.07094878113818e-08,"D","EBF1","D_vs_all"
"SMAD5.3",2.95495703679298e-11,-0.579204498198106,1,1,2.16007359389566e-08,"D","SMAD5","D_vs_all"
"GRHL2.8",3.0636723792719e-11,-0.76357553891792,1,1,2.23954450924776e-08,"D","GRHL2","D_vs_all"
"RXRB.7",3.88893567272238e-11,0.413870189496528,1,1,2.84281197676006e-08,"D","RXRB","D_vs_all"
"SNAI2.7",4.8616769225373e-11,0.327105012279582,1,1,3.55388583037477e-08,"D","SNAI2","D_vs_all"
"ZNF219.8",5.02272972006701e-11,-0.650839020061998,1,1,3.67161542536899e-08,"D","ZNF219","D_vs_all"
"HES1.4",5.10728045531058e-11,0.417147053376063,1,1,3.73342201283203e-08,"D","HES1","D_vs_all"
"SMAD3.6",7.2466506151584e-11,0.370326669269281,1,1,5.29730159968079e-08,"D","SMAD3","D_vs_all"
"HCFC1.6",1.26454185378856e-10,-0.360620554450135,1,1,9.24380095119439e-08,"D","HCFC1","D_vs_all"
"MBD1.7",1.33580826299775e-10,-0.515201106972163,1,1,9.76475840251355e-08,"D","MBD1","D_vs_all"
"HDAC4.8",1.44767456067754e-10,-0.613027541016572,1,1,1.05825010385528e-07,"D","HDAC4","D_vs_all"
"SFPQ.5",1.76437654892803e-10,-0.39633800845314,1,1,1.28975925726639e-07,"D","SFPQ","D_vs_all"
"MAX.5",2.34770855674253e-10,-0.431389119853239,1,1,1.71617495497879e-07,"D","MAX","D_vs_all"
"IRF1.7",2.39880644120533e-10,-0.466631898940705,1,1,1.75352750852109e-07,"D","IRF1","D_vs_all"
"NR1D2.5",2.80653935600685e-10,-0.282078101781488,1,1,2.05158026924101e-07,"D","NR1D2","D_vs_all"
"DNMT1.4",2.85420508500689e-10,0.316998764061948,1,1,2.08642391714004e-07,"D","DNMT1","D_vs_all"
"HAND1.6",5.27205909142142e-10,0.520084244991426,1,1,3.85387519582906e-07,"D","HAND1","D_vs_all"
"SMARCC1.8",5.722149395356e-10,-0.582112615100023,1,1,4.18289120800524e-07,"D","SMARCC1","D_vs_all"
"ATF1.3",6.34473426478626e-10,0.511461153128016,1,1,4.63800074755875e-07,"D","ATF1","D_vs_all"
"EWSR1.7",6.98354658171564e-10,0.478428110376099,1,1,5.10497255123414e-07,"D","EWSR1","D_vs_all"
"NR2E3.7",7.48334573541276e-10,-0.692252410366411,1,1,5.47032573258673e-07,"D","NR2E3","D_vs_all"
"MYBL1.4",9.87397177720991e-10,-0.420002643957353,1,1,7.21787336914044e-07,"D","MYBL1","D_vs_all"
"NCOR1.6",1.06408039469307e-09,0.355256746120832,1,1,7.77842768520632e-07,"D","NCOR1","D_vs_all"
"SPI1.7",1.06994856027318e-09,-0.41403113523193,1,1,7.82132397559692e-07,"D","SPI1","D_vs_all"
"HSF4.6",1.14634216173125e-09,-0.352921693202481,1,1,8.37976120225541e-07,"D","HSF4","D_vs_all"
"NFYB.5",1.19416182661008e-09,-0.418544630143208,1,1,8.72932295251965e-07,"D","NFYB","D_vs_all"
"NR5A1.8",1.24157640059449e-09,-0.435826473131672,1,1,9.07592348834575e-07,"D","NR5A1","D_vs_all"
"HOXD1.3",1.29839848188364e-09,-0.548968479427892,1,1,9.49129290256941e-07,"D","HOXD1","D_vs_all"
"ZGLP1.8",1.33289560416214e-09,0.36940215073854,1,1,9.74346686642525e-07,"D","ZGLP1","D_vs_all"
"HHEX.7",1.56001927416496e-09,0.371371263790458,1,1,1.14037408941458e-06,"D","HHEX","D_vs_all"
"FEV.7",1.97407337558059e-09,-0.764421673100593,1,1,1.44304763754941e-06,"D","FEV","D_vs_all"
"SMAD1.8",2.25003818712259e-09,-0.490500306186363,1,1,1.64477791478661e-06,"D","SMAD1","D_vs_all"
"PRDM4.8",2.65730758698972e-09,-0.613379910596337,1,1,1.94249184608948e-06,"D","PRDM4","D_vs_all"
"SALL1.7",3.35549838885069e-09,0.531423882590131,1,1,2.45286932224985e-06,"D","SALL1","D_vs_all"
"KAT7.7",3.77865901041488e-09,0.368472283908547,1,1,2.76219973661328e-06,"D","KAT7","D_vs_all"
"EMX2.7",4.56709348295223e-09,0.348147697658358,1,1,3.33854533603808e-06,"D","EMX2","D_vs_all"
"NR3C2.3",4.59302236066211e-09,-0.38504714968416,1,1,3.357499345644e-06,"D","NR3C2","D_vs_all"
"ETV4.4",4.81444725859322e-09,-0.371212934974269,1,1,3.51936094603164e-06,"D","ETV4","D_vs_all"
